Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Time_taken(min),Distance
VADRES16DEL03,37,4.8,Snack ,motorcycle ,23,9.435
JAPRES01DEL03,23,4.7,Drinks ,motorcycle ,21,13.406
PUNERES11DEL02,29,4.6,Buffet ,motorcycle ,52,19.916
BANGRES08DEL02,38,4.9,Drinks ,scooter ,23,20.184
INDORES09DEL01,31,4.7,Snack ,motorcycle ,49,6.05
SURRES04DEL01,39,3.5,Buffet ,scooter ,35,16.721
RANCHIRES18DEL01,28,4.6,Buffet ,motorcycle ,43,10.565
INDORES07DEL02,34,4.8,Meal ,scooter ,25,12.1
COIMBRES02DEL03,27,4.8,Drinks ,motorcycle ,23,14.022
BANGRES18DEL02,27,5,Buffet ,scooter ,15,12.421
HYDRES11DEL03,30,4.2,Meal ,motorcycle ,32,4.61
MYSRES11DEL02,35,4.4,Meal ,scooter ,38,20.206
CHENRES17DEL03,23,4.7,Snack ,motorcycle ,19,13.97
HYDRES08DEL02,24,4.8,Snack ,motorcycle ,17,7.684
VADRES19DEL02,27,5,Buffet ,electric_scooter ,17,12.117
LUDHRES03DEL01,36,4.7,Meal ,motorcycle ,21,5.861
BHPRES11DEL02,38,4.2,Buffet ,scooter ,39,7.55
SURRES06DEL01,36,4.8,Drinks ,scooter ,16,6.081
AURGRES13DEL03,38,4.8,Snack ,motorcycle ,15,9.158
MUMRES11DEL01,23,4.6,Snack ,scooter ,27,16.831
VADRES19DEL03,37,4.7,Snack ,motorcycle ,25,4.544
INDORES16DEL03,29,4.6,Drinks ,motorcycle ,31,4.538
COIMBRES17DEL01,39,4.3,Meal ,motorcycle ,35,10.906
RANCHIRES19DEL02,28,4.6,Buffet ,electric_scooter ,14,3.019
MUMRES17DEL02,22,4.9,Snack ,motorcycle ,34,19.883
PUNERES05DEL03,23,4.6,Snack ,motorcycle ,23,9.193
MUMRES11DEL02,24,4.8,Drinks ,motorcycle ,27,12.241
MUMRES09DEL03,21,4.9,Buffet ,scooter ,23,4.591
INDORES04DEL03,31,4.7,Meal ,motorcycle ,26,9.075
RANCHIRES19DEL03,33,4.7,Snack ,motorcycle ,27,4.529
SURRES09DEL02,25,4.9,Meal ,motorcycle ,10,19.761
CHENRES14DEL02,24,4.1,Drinks ,motorcycle ,17,7.762
RANCHIRES17DEL03,21,4.8,Meal ,scooter ,16,4.528
VADRES01DEL01,29,4.6,Meal ,motorcycle ,28,16.66
RANCHIRES04DEL02,38,4.6,Meal ,scooter ,17,7.547
MUMRES17DEL01,24,4.6,Snack ,scooter ,20,1.53
JAPRES03DEL02,28,4.7,Snack ,motorcycle ,25,11.917
JAPRES04DEL03,34,4.5,Buffet ,motorcycle ,24,13.407
JAPRES13DEL03,28,5,Drinks ,motorcycle ,25,8.94
HYDRES05DEL03,28,4.9,Drinks ,electric_scooter ,29,9.22
CHENRES20DEL03,26,5,Buffet ,scooter ,15,4.658
VADRES20DEL02,38,4.7,Snack ,electric_scooter ,39,7.573
SURRES16DEL03,31,4.5,Meal ,motorcycle ,26,4.561
RANCHIRES07DEL03,29,4.7,Snack ,motorcycle ,40,13.583
RANCHIRES01DEL03,20,5,Drinks ,scooter ,26,4.527
GOARES18DEL03,22,4.5,Buffet ,scooter ,11,4.633
BANGRES01DEL03,20,4.8,Buffet ,motorcycle ,26,4.658
KNPRES04DEL02,30,4.9,Drinks ,motorcycle ,23,2.985
RANCHIRES14DEL01,37,4.5,Snack ,motorcycle ,15,1.573
RANCHIRES17DEL01,26,4.7,Meal ,motorcycle ,22,10.564
BHPRES18DEL02,29,4.7,Buffet ,motorcycle ,10,7.55
MUMRES08DEL01,30,4.5,Snack ,motorcycle ,20,10.709
INDORES06DEL01,27,4.3,Snack ,motorcycle ,35,16.637
MUMRES20DEL01,37,4.8,Meal ,scooter ,21,1.53
MUMRES18DEL02,26,4.5,Meal ,electric_scooter ,14,3.06
MUMRES03DEL01,31,4.6,Buffet ,scooter ,19,1.529
BANGRES09DEL03,31,5,Buffet ,motorcycle ,27,9.316
MYSRES04DEL02,25,5,Buffet ,motorcycle ,35,3.109
SURRES05DEL03,35,4.8,Meal ,motorcycle ,29,4.561
RANCHIRES12DEL01,37,4.3,Drinks ,motorcycle ,32,11.008
JAPRES01DEL03,27,5,Meal ,scooter ,13,8.938
BANGRES17DEL01,20,4.2,Buffet ,motorcycle ,31,10.867
COIMBRES01DEL02,30,4.7,Meal ,motorcycle ,27,7.79
JAPRES16DEL01,24,4.8,Buffet ,scooter ,21,10.43
PUNERES07DEL03,30,4.2,Buffet ,motorcycle ,37,13.788
CHENRES01DEL02,33,4.1,Snack ,motorcycle ,47,20.18
SURRES18DEL01,31,4.7,Drinks ,motorcycle ,20,6.082
CHENRES07DEL01,37,4,Drinks ,scooter ,33,6.209
CHENRES17DEL03,22,4.5,Snack ,motorcycle ,40,13.97
KNPRES02DEL03,27,4.7,Buffet ,motorcycle ,26,4.477
VADRES18DEL02,23,4.5,Snack ,motorcycle ,23,3.145
HYDRES13DEL01,24,4.7,Snack ,scooter ,24,1.537
LUDHRES17DEL02,29,4.4,Meal ,motorcycle ,48,7.325
INDORES13DEL02,29,4.6,Meal ,motorcycle ,43,19.66
PUNERES07DEL01,36,4.5,Drinks ,motorcycle ,28,1.532
MYSRES14DEL03,24,4.9,Meal ,motorcycle ,27,14.153
CHENRES12DEL02,29,4.6,Meal ,scooter ,23,20.181
KOCRES20DEL03,31,4.3,Meal ,motorcycle ,42,14.045
COIMBRES17DEL01,27,4.8,Snack ,motorcycle ,28,6.232
MYSRES13DEL02,22,4.5,Buffet ,motorcycle ,18,20.207
COIMBRES01DEL02,26,4.8,Meal ,motorcycle ,17,20.253
PUNERES06DEL02,27,4.8,Meal ,motorcycle ,25,12.257
BANGRES09DEL02,38,4.8,Buffet ,motorcycle ,21,3.105
JAPRES17DEL03,33,4.6,Buffet ,electric_scooter ,23,4.47
SURRES05DEL02,34,4.8,Drinks ,motorcycle ,38,19.761
KOCRES06DEL02,23,4.6,Buffet ,motorcycle ,30,12.485
RANCHIRES17DEL02,21,4,Snack ,motorcycle ,36,19.618
AURGRES04DEL02,29,4.4,Buffet ,scooter ,36,12.21
MYSRES04DEL01,24,4.7,Drinks ,motorcycle ,35,17.098
PUNERES02DEL02,31,4.8,Snack ,motorcycle ,47,12.256
KNPRES04DEL03,36,4.9,Meal ,scooter ,20,4.477
AGRRES02DEL02,29,4.6,Snack ,scooter ,15,3.145
MUMRES19DEL02,36,5,Meal ,motorcycle ,27,7.648
COIMBRES17DEL02,34,4.7,Drinks ,electric_scooter ,42,20.253
AURGRES04DEL01,24,4.7,Meal ,scooter ,27,16.788
JAPRES03DEL02,35,4.7,Buffet ,motorcycle ,26,7.448
CHENRES19DEL03,38,5,Snack ,motorcycle ,15,9.315
BANGRES17DEL02,25,4.8,Snack ,motorcycle ,30,20.181
MUMRES20DEL02,36,4.8,Drinks ,motorcycle ,28,3.06
HYDRES11DEL01,35,4.7,Drinks ,scooter ,18,6.147
COIMBRES15DEL03,20,4.8,Snack ,motorcycle ,15,4.674
HYDRES03DEL02,34,4.7,Drinks ,scooter ,20,3.074
VADRES17DEL03,29,4.6,Buffet ,motorcycle ,26,9.435
KOCRES07DEL01,29,4.6,Meal ,motorcycle ,32,10.924
JAPRES14DEL02,21,4.7,Buffet ,motorcycle ,28,11.918
SURRES06DEL01,33,4.4,Meal ,motorcycle ,30,1.52
VADRES08DEL02,26,4.8,Meal ,electric_scooter ,29,12.58
HYDRES13DEL02,25,4.7,Meal ,electric_scooter ,17,3.074
MYSRES17DEL03,28,4.5,Drinks ,motorcycle ,24,4.663
HYDRES13DEL02,28,5,Meal ,motorcycle ,24,3.074
JAPRES20DEL01,35,4,Meal ,motorcycle ,30,1.49
AURGRES15DEL01,26,4.3,Buffet ,scooter ,31,10.684
MUMRES01DEL02,29,4.6,Buffet ,motorcycle ,16,19.883
MYSRES18DEL02,22,4.8,Snack ,electric_scooter ,12,3.109
GOARES18DEL02,30,4.2,Buffet ,motorcycle ,25,3.088
COIMBRES08DEL01,28,4.7,Drinks ,scooter ,26,6.232
MUMRES12DEL03,26,4.5,Drinks ,scooter ,15,13.763
MYSRES18DEL01,26,4.8,Meal ,scooter ,13,1.554
CHENRES010DEL01,33,4.9,Drinks ,motorcycle ,11,1.552
BANGRES06DEL03,28,4.8,Buffet ,scooter ,18,9.315
JAPRES16DEL01,34,4.6,Snack ,motorcycle ,20,1.49
MUMRES20DEL03,29,4.6,Drinks ,motorcycle ,25,13.767
INDORES02DEL02,33,4.6,Buffet ,scooter ,29,7.565
MYSRES19DEL02,30,4.5,Drinks ,scooter ,32,20.206
INDORES17DEL03,36,4.9,Buffet ,scooter ,35,9.074
RANCHIRES16DEL02,39,4.3,Snack ,motorcycle ,38,7.546
HYDRES17DEL02,34,4.5,Buffet ,motorcycle ,18,19.975
CHENRES11DEL02,36,4.5,Buffet ,motorcycle ,26,3.105
SURRES14DEL02,30,4.9,Snack ,scooter ,29,7.602
INDORES01DEL03,34,4.7,Meal ,scooter ,16,4.538
RANCHIRES07DEL02,29,4.8,Drinks ,motorcycle ,19,19.619
COIMBRES08DEL03,39,4.7,Buffet ,motorcycle ,29,4.674
RANCHIRES08DEL03,29,4.7,Meal ,scooter ,19,9.056
LUDHRES12DEL02,28,4.8,Buffet ,motorcycle ,11,11.72
COIMBRES03DEL03,20,4.7,Buffet ,scooter ,18,9.348
COIMBRES16DEL02,25,4.7,Snack ,motorcycle ,36,12.464
SURRES01DEL03,30,4.2,Buffet ,motorcycle ,32,13.681
RANCHIRES03DEL02,25,4.5,Buffet ,electric_scooter ,19,3.145
PUNERES13DEL01,22,4.7,Drinks ,motorcycle ,35,16.851
SURRES05DEL01,20,4.9,Drinks ,scooter ,21,1.52
MUMRES14DEL03,36,4.7,Buffet ,motorcycle ,45,13.764
PUNERES13DEL01,28,4.9,Buffet ,motorcycle ,19,1.532
LUDHRES12DEL01,28,4.8,Snack ,electric_scooter ,21,6874.793
COIMBRES08DEL02,36,4,Snack ,scooter ,34,7.79
HYDRES15DEL01,35,4.2,Snack ,scooter ,32,10.756
LUDHRES16DEL02,36,4.6,Drinks ,motorcycle ,29,2.93
RANCHIRES16DEL03,29,4.6,Drinks ,motorcycle ,22,9.055
MYSRES09DEL02,37,5,Drinks ,motorcycle ,16,7.772
JAPRES01DEL02,27,4.7,Buffet ,motorcycle ,29,7.449
DEHRES04DEL01,37,3.9,Buffet ,scooter ,39,10.28
BANGRES010DEL03,33,5,Buffet ,electric_scooter ,31,9.316
COIMBRES06DEL03,26,4.6,Snack ,electric_scooter ,30,9.348
COIMBRES11DEL03,37,4.5,Buffet ,scooter ,17,4.674
INDORES11DEL02,21,4.7,Meal ,scooter ,27,12.099
RANCHIRES03DEL02,37,4.1,Snack ,motorcycle ,40,20.443
INDORES06DEL01,27,4.9,Meal ,motorcycle ,43,10.588
PUNERES06DEL02,37,4.9,Buffet ,scooter ,28,12.257
COIMBRES20DEL02,29,4.7,Meal ,motorcycle ,28,3.116
INDORES11DEL03,24,4.8,Meal ,scooter ,30,4.538
VADRES01DEL02,20,4.5,Snack ,scooter ,14,12.117
CHENRES05DEL03,37,4.1,Snack ,motorcycle ,38,4.657
BANGRES03DEL01,29,4.6,Buffet ,electric_scooter ,17,17.076
CHENRES12DEL02,25,4.7,Drinks ,motorcycle ,25,12.42
VADRES07DEL02,26,4.6,Drinks ,scooter ,15,20.443
JAPRES17DEL01,22,4.6,Drinks ,electric_scooter ,15,16.386
COIMBRES11DEL03,39,4.9,Snack ,scooter ,20,14.022
COIMBRES02DEL01,29,5,Snack ,motorcycle ,38,17.137
MUMRES19DEL03,37,5,Buffet ,scooter ,14,9.177
SURRES17DEL01,24,4.7,Meal ,motorcycle ,16,1.52
MUMRES15DEL03,35,4.7,Buffet ,motorcycle ,31,9.176
JAPRES07DEL02,32,4.1,Drinks ,scooter ,31,7.453
AGRRES18DEL01,35,4.6,Drinks ,motorcycle ,19,1.488
SURRES03DEL03,32,4.8,Snack ,scooter ,27,13.681
PUNERES06DEL01,34,3.6,Drinks ,motorcycle ,39,10.725
JAPRES05DEL01,22,4.8,Buffet ,electric_scooter ,28,5.959
COIMBRES03DEL03,33,4.8,Drinks ,scooter ,27,14.022
CHENRES15DEL01,25,4.2,Meal ,motorcycle ,32,17.075
AGRRES06DEL02,30,4.2,Drinks ,scooter ,31,20.443
RANCHIRES20DEL02,30,4.3,Meal ,electric_scooter ,32,12.072
SURRES07DEL02,28,4.9,Drinks ,motorcycle ,19,3.041
MYSRES01DEL03,21,4.6,Drinks ,motorcycle ,14,9.327
MYSRES18DEL03,29,4.6,Buffet ,scooter ,22,4.663
HYDRES03DEL01,39,4.3,Buffet ,motorcycle ,43,16.903
INDORES02DEL02,24,4.6,Buffet ,motorcycle ,23,12.103
COIMBRES19DEL02,34,4.6,Buffet ,motorcycle ,28,3.116
CHENRES03DEL01,37,4.4,Meal ,motorcycle ,31,17.073
MYSRES02DEL01,39,4.9,Drinks ,motorcycle ,49,10.881
LUDHRES14DEL03,23,4.9,Drinks ,motorcycle ,16,20.507
COIMBRES14DEL02,34,4.6,Drinks ,motorcycle ,22,3.116
MUMRES13DEL01,37,4.7,Drinks ,motorcycle ,23,10.706
AURGRES010DEL01,26,4.6,Meal ,motorcycle ,31,16.788
VADRES07DEL02,34,5,Drinks ,motorcycle ,25,7.863
VADRES15DEL01,33,4.8,Drinks ,scooter ,34,6.29
MUMRES18DEL01,30,4.4,Meal ,motorcycle ,41,16.825
BANGRES20DEL03,36,4.2,Meal ,motorcycle ,34,9.315
VADRES11DEL02,34,4.7,Meal ,motorcycle ,27,3.03
CHENRES12DEL02,34,4.8,Buffet ,motorcycle ,26,7.763
JAPRES02DEL02,31,4.9,Buffet ,motorcycle ,25,2.979
COIMBRES19DEL01,39,5,Buffet ,motorcycle ,44,17.137
MUMRES17DEL01,38,4.8,Snack ,motorcycle ,35,16.825
PUNERES14DEL02,35,4.3,Meal ,motorcycle ,36,19.917
AURGRES010DEL03,31,4.2,Buffet ,motorcycle ,48,13.736
BHPRES07DEL02,32,4.6,Buffet ,motorcycle ,52,12.58
VADRES11DEL02,35,4.3,Snack ,scooter ,32,7.574
AGRRES07DEL03,29,4.6,Drinks ,motorcycle ,24,13.393
HYDRES15DEL03,28,4.6,Buffet ,motorcycle ,11,9.22
PUNERES08DEL02,22,4.7,Buffet ,scooter ,16,12.257
HYDRES02DEL02,26,4.9,Buffet ,scooter ,18,19.977
RANCHIRES17DEL02,20,4.8,Meal ,motorcycle ,10,7.546
COIMBRES13DEL01,22,4.9,Drinks ,motorcycle ,25,6.232
PUNERES07DEL02,30,4.7,Meal ,motorcycle ,26,7.661
MUMRES06DEL03,24,4.6,Snack ,motorcycle ,12,4.59
HYDRES04DEL01,36,4.6,Snack ,electric_scooter ,25,16.904
LUDHRES16DEL02,37,3.5,Drinks ,scooter ,38,19.042
VADRES01DEL02,31,4.8,Buffet ,scooter ,30,7.574
JAPRES20DEL01,24,4.3,Buffet ,scooter ,37,16.382
JAPRES06DEL01,34,4.2,Buffet ,motorcycle ,34,1.49
BANGRES15DEL02,24,4.6,Snack ,scooter ,29,20.181
JAPRES01DEL03,26,4.9,Buffet ,motorcycle ,28,8.938
SURRES19DEL02,33,4,Meal ,scooter ,33,12.162
MUMRES11DEL02,38,4.2,Meal ,motorcycle ,41,12.241
HYDRES17DEL01,35,4.9,Meal ,motorcycle ,31,6.147
DEHRES01DEL03,20,5,Buffet ,electric_scooter ,20,4.718
VADRES18DEL02,36,5,Snack ,motorcycle ,17,20.443
BANGRES08DEL01,39,5,Buffet ,motorcycle ,38,6.211
RANCHIRES18DEL03,37,4.9,Drinks ,scooter ,20,13.583
INDORES20DEL01,20,4.9,Drinks ,scooter ,11,1.513
BANGRES11DEL01,28,3.5,Snack ,scooter ,31,10.868
COIMBRES010DEL02,25,4.6,Meal ,motorcycle ,10,3.116
MUMRES07DEL02,36,4.4,Drinks ,scooter ,32,3.06
CHENRES11DEL02,26,4.7,Snack ,motorcycle ,28,3.105
JAPRES08DEL02,37,4.5,Snack ,scooter ,28,7.448
VADRES08DEL03,29,4.6,Buffet ,scooter ,15,9.435
VADRES06DEL01,27,4.7,Meal ,motorcycle ,17,10.602
COIMBRES09DEL02,28,4.9,Drinks ,scooter ,15,12.464
HYDRES09DEL02,35,4.7,Buffet ,motorcycle ,43,19.976
CHENRES20DEL03,31,4.9,Drinks ,scooter ,18,13.972
INDORES20DEL01,28,5,Buffet ,motorcycle ,42,10.588
MUMRES010DEL02,37,4.8,Snack ,electric_scooter ,25,12.241
HYDRES02DEL03,21,5,Snack ,motorcycle ,27,9.221
BANGRES02DEL01,26,5,Meal ,scooter ,24,17.077
RANCHIRES20DEL01,22,4.7,Drinks ,motorcycle ,17,16.599
MUMRES07DEL03,30,4.5,Buffet ,scooter ,19,4.589
SURRES02DEL01,29,4.8,Drinks ,motorcycle ,22,10.641
DEHRES01DEL03,38,4.2,Buffet ,motorcycle ,22,4.718
RANCHIRES17DEL03,29,4.6,Buffet ,motorcycle ,19,13.582
HYDRES20DEL03,39,4.9,Snack ,electric_scooter ,10,9.219
MUMRES05DEL01,22,4.8,Meal ,electric_scooter ,18,1.531
MYSRES14DEL01,37,4.9,Snack ,scooter ,15,6.29
MUMRES010DEL01,23,4.8,Meal ,scooter ,15,1.53
INDORES11DEL02,22,4.9,Snack ,scooter ,29,12.099
SURRES04DEL03,34,4.8,Drinks ,motorcycle ,27,9.121
PUNERES08DEL03,21,4.6,Snack ,electric_scooter ,33,9.193
BANGRES01DEL03,35,4.7,Buffet ,electric_scooter ,25,9.316
VADRES04DEL02,34,4,Snack ,scooter ,39,7.863
JAPRES08DEL01,37,4.4,Buffet ,scooter ,32,5.959
CHENRES20DEL02,29,4.6,Meal ,electric_scooter ,18,7.763
COIMBRES08DEL01,30,4.7,Drinks ,scooter ,22,6.232
COIMBRES18DEL01,23,5,Buffet ,motorcycle ,29,6.232
AURGRES03DEL02,26,4.8,Meal ,electric_scooter ,24,19.84
VADRES17DEL02,29,4.6,Meal ,scooter ,12,3.145
VADRES11DEL01,29,4.6,Drinks ,scooter ,11,1.515
INDORES18DEL03,27,4.5,Meal ,motorcycle ,23,4.538
SURRES07DEL03,26,4.6,Snack ,scooter ,23,4.561
GOARES15DEL02,25,4.6,Buffet ,motorcycle ,17,3.088
MYSRES17DEL01,31,4.7,Drinks ,motorcycle ,19,17.098
MYSRES11DEL03,25,4.9,Drinks ,motorcycle ,16,4.663
DEHRES07DEL03,35,4.9,Buffet ,scooter ,15,8.811
MUMRES18DEL03,35,4,Buffet ,motorcycle ,34,9.178
MUMRES09DEL03,35,4.6,Meal ,scooter ,25,9.181
CHENRES07DEL02,38,4.9,Meal ,electric_scooter ,27,3.104
BANGRES12DEL02,27,4.8,Drinks ,motorcycle ,29,12.421
CHENRES19DEL03,31,4.8,Buffet ,motorcycle ,25,4.658
COIMBRES12DEL01,35,4.6,Meal ,motorcycle ,21,10.906
HYDRES17DEL03,35,4.8,Buffet ,motorcycle ,22,4.61
PUNERES11DEL01,30,5,Meal ,motorcycle ,32,6.129
HYDRES010DEL03,27,4.6,Buffet ,scooter ,12,4.61
BANGRES19DEL01,36,4.1,Meal ,motorcycle ,31,6.211
COIMBRES13DEL02,28,4,Snack ,motorcycle ,32,3.116
PUNERES08DEL02,25,4.9,Meal ,motorcycle ,10,7.661
DEHRES07DEL03,33,4.7,Snack ,motorcycle ,32,8.811
COIMBRES16DEL03,34,4.8,Meal ,motorcycle ,33,9.348
MYSRES18DEL02,35,4.7,Snack ,motorcycle ,51,20.206
VADRES20DEL01,31,4.7,Buffet ,motorcycle ,21,16.66
RANCHIRES19DEL02,30,3.9,Drinks ,scooter ,33,19.62
VADRES16DEL03,25,4.7,Snack ,scooter ,23,9.435
HYDRES13DEL01,20,4.7,Meal ,scooter ,16,1.537
MYSRES02DEL03,21,4.2,Snack ,motorcycle ,33,13.99
SURRES07DEL03,30,3.5,Drinks ,motorcycle ,43,13.682
HYDRES17DEL02,25,4.7,Drinks ,scooter ,11,3.073
SURRES14DEL01,32,4.9,Drinks ,scooter ,41,10.642
HYDRES12DEL03,30,3.9,Buffet ,scooter ,43,13.83
BANGRES02DEL01,21,4.4,Drinks ,motorcycle ,20,1.553
CHENRES20DEL02,29,4.5,Buffet ,motorcycle ,53,7.763
RANCHIRES11DEL01,24,4.7,Meal ,scooter ,20,6.037
COIMBRES05DEL03,26,4.2,Buffet ,motorcycle ,31,4.674
MYSRES11DEL03,29,4.6,Snack ,scooter ,16,9.327
MYSRES08DEL03,29,4.9,Meal ,motorcycle ,12,9.327
SURRES15DEL02,39,4.8,Meal ,motorcycle ,21,3.041
SURRES02DEL03,39,4.6,Meal ,electric_scooter ,18,4.561
VADRES17DEL02,22,4.9,Meal ,motorcycle ,23,7.863
GOARES01DEL01,38,4.8,Snack ,electric_scooter ,15,1.544
GOARES05DEL03,20,4.9,Snack ,scooter ,13,9.435
CHENRES18DEL03,36,4.6,Buffet ,motorcycle ,27,13.972
BHPRES13DEL02,24,4.8,Snack ,motorcycle ,23,7.55
COIMBRES17DEL01,24,4.7,Drinks ,scooter ,10,1.558
MUMRES010DEL03,34,4.4,Drinks ,motorcycle ,46,13.771
HYDRES14DEL01,28,4.8,Meal ,motorcycle ,16,16.903
MYSRES05DEL02,33,4.6,Meal ,electric_scooter ,25,7.772
MYSRES07DEL02,25,4.4,Meal ,motorcycle ,35,12.435
RANCHIRES16DEL03,24,4.6,Meal ,motorcycle ,34,4.528
VADRES15DEL03,34,4.7,Buffet ,motorcycle ,26,14.153
COIMBRES08DEL03,24,4.3,Drinks ,motorcycle ,22,9.348
JAPRES18DEL02,31,4.1,Meal ,motorcycle ,22,2.979
SURRES13DEL01,22,4.4,Snack ,motorcycle ,39,16.721
INDORES12DEL03,29,4.6,Meal ,motorcycle ,15,4.538
SURRES07DEL02,28,4.8,Meal ,scooter ,13,7.601
AURGRES18DEL03,30,4.6,Snack ,motorcycle ,34,4426.386
BANGRES08DEL02,26,4.8,Meal ,scooter ,20,20.184
RANCHIRES14DEL03,26,4.8,Snack ,motorcycle ,27,4.718
KOCRES09DEL01,23,4.7,Snack ,motorcycle ,31,6.242
INDORES11DEL02,34,4.8,Buffet ,scooter ,26,7.562
COIMBRES17DEL01,31,4.3,Drinks ,scooter ,46,17.137
RANCHIRES04DEL02,25,3.9,Meal ,motorcycle ,43,3.019
RANCHIRES04DEL01,33,4.9,Drinks ,motorcycle ,27,6.037
VADRES11DEL02,38,4.7,Drinks ,motorcycle ,17,7.574
RANCHIRES05DEL03,38,4.5,Snack ,motorcycle ,22,4.528
BANGRES15DEL01,38,5,Drinks ,scooter ,28,17.077
COIMBRES02DEL01,21,4.8,Meal ,scooter ,21,10.906
ALHRES15DEL01,32,4.6,Buffet ,scooter ,19,16.477
CHENRES09DEL02,33,4.8,Snack ,motorcycle ,28,12.418
KNPRES03DEL01,33,4.8,Snack ,motorcycle ,27,1.492
BANGRES18DEL01,28,5,Drinks ,scooter ,17,1.553
INDORES17DEL01,20,4.7,Buffet ,motorcycle ,13,10.586
SURRES05DEL02,36,4.7,Snack ,electric_scooter ,19,7.601
SURRES01DEL03,23,4.9,Drinks ,motorcycle ,26,13.681
MYSRES17DEL03,24,4.9,Snack ,electric_scooter ,13,13.989
INDORES04DEL03,29,4.6,Drinks ,motorcycle ,15,9.075
BANGRES12DEL01,22,4.8,Snack ,motorcycle ,24,1.553
RANCHIRES19DEL03,36,4.6,Drinks ,motorcycle ,33,13.584
MYSRES18DEL02,21,4.7,Buffet ,electric_scooter ,16,20.206
HYDRES17DEL01,21,4.9,Snack ,motorcycle ,22,1.537
KOCRES07DEL02,32,4.6,Meal ,motorcycle ,45,12.485
CHENRES19DEL03,33,4.9,Meal ,motorcycle ,32,4.658
MUMRES14DEL01,33,4.7,Buffet ,motorcycle ,15,1.529
COIMBRES17DEL02,22,4.7,Snack ,scooter ,26,12.464
COIMBRES010DEL01,36,4.6,Drinks ,motorcycle ,24,10.906
KNPRES02DEL02,36,3.9,Buffet ,electric_scooter ,38,11.937
RANCHIRES15DEL02,33,4.7,Snack ,electric_scooter ,28,19.618
VADRES14DEL03,29,4.6,Drinks ,scooter ,15,9.088
CHENRES010DEL02,36,4.9,Buffet ,motorcycle ,41,20.177
JAPRES03DEL03,30,4.7,Snack ,electric_scooter ,18,4.469
MUMRES13DEL02,34,4.6,Snack ,motorcycle ,24,19.88
JAPRES13DEL01,26,4.9,Buffet ,scooter ,29,16.389
MUMRES07DEL01,25,4.9,Snack ,motorcycle ,21,16.826
MYSRES06DEL02,32,4.8,Snack ,motorcycle ,26,3.109
COIMBRES16DEL01,22,5,Drinks ,motorcycle ,16,10.906
HYDRES13DEL01,35,4.6,Meal ,motorcycle ,29,6.147
COIMBRES08DEL03,25,4.9,Buffet ,motorcycle ,16,9.348
COIMBRES03DEL01,38,4.6,Drinks ,motorcycle ,29,1.558
BANGRES03DEL03,29,4.8,Drinks ,motorcycle ,19,4.658
VADRES03DEL01,36,4.8,Drinks ,scooter ,30,16.659
GOARES04DEL03,20,4.7,Buffet ,motorcycle ,12,4.632
PUNERES010DEL01,31,4.6,Buffet ,scooter ,27,1.532
VADRES19DEL03,20,4.9,Snack ,scooter ,26,4.544
MUMRES13DEL01,39,4.2,Snack ,scooter ,32,16.822
VADRES12DEL02,25,4.7,Buffet ,scooter ,19,3.145
INDORES02DEL01,30,4.1,Buffet ,motorcycle ,48,16.641
JAPRES08DEL02,28,4.9,Meal ,motorcycle ,19,7.448
GOARES11DEL01,35,4.5,Snack ,scooter ,18,16.982
AGRRES07DEL02,23,4.9,Snack ,motorcycle ,12,7.441
CHENRES15DEL02,28,4.9,Snack ,scooter ,19,7.762
COIMBRES15DEL02,32,4.2,Buffet ,motorcycle ,20,3.116
SURRES17DEL02,23,4.6,Snack ,motorcycle ,37,7.602
SURRES13DEL02,34,4.6,Drinks ,motorcycle ,30,7.601
VADRES15DEL02,32,5,Buffet ,motorcycle ,53,12.58
ALHRES06DEL03,22,4.7,Meal ,motorcycle ,24,14.153
SURRES06DEL02,39,3.9,Snack ,motorcycle ,38,12.161
MUMRES03DEL02,30,4.7,Drinks ,scooter ,13,3.059
CHENRES07DEL01,38,4.4,Meal ,scooter ,39,10.865
BANGRES15DEL02,29,4.6,Snack ,motorcycle ,29,17352.136
VADRES03DEL02,32,4.8,Buffet ,motorcycle ,17,3.029
BANGRES13DEL03,29,4.6,Buffet ,scooter ,26,4.658
JAPRES09DEL02,38,4.7,Snack ,scooter ,18,19.363
MYSRES18DEL01,26,4.7,Snack ,motorcycle ,20,17.098
ALHRES19DEL03,25,4.6,Meal ,scooter ,30,4.494
ALHRES08DEL02,32,4.1,Snack ,motorcycle ,33,7.49
MYSRES04DEL02,32,4.7,Meal ,scooter ,19,7.772
ALHRES07DEL01,28,4.6,Meal ,motorcycle ,18,5.992
PUNERES18DEL02,22,2.6,Snack ,scooter ,44,19.913
RANCHIRES03DEL02,33,4.6,Drinks ,scooter ,19,3.145
KOLRES12DEL01,25,4.5,Drinks ,scooter ,17,5016.244
CHENRES07DEL03,37,4.6,Drinks ,electric_scooter ,22,13.969
INDORES07DEL01,34,4.9,Buffet ,scooter ,25,16.637
SURRES010DEL02,21,4.7,Snack ,motorcycle ,14,7.601
MUMRES17DEL02,32,4.4,Meal ,scooter ,32,19.883
COIMBRES16DEL02,20,4.9,Snack ,motorcycle ,21,7.79
MUMRES06DEL03,26,4.7,Buffet ,motorcycle ,19,9.18
VADRES06DEL03,33,4.6,Buffet ,motorcycle ,27,4.544
INDORES010DEL02,38,4.5,Snack ,motorcycle ,26,3.025
